label,summarydescription
0,Highlighter wraps caching token filters that are not CachingTokenFilter in CachingTokenFilter
0,core analyzers should not produce tokens > N (100?) characters in length
0,"improve termquery ""pk lookup"" performance"
0,Sessions are not logged out in case of exceptions
0,SPI: RepositoryService.getItemInfos should be allowed to return entries outside of the requested tree.
0,QueryWrapperFilter should not do scoring
0,Rename Analyzer.reusableTokenStream() to tokenStream()
0,DefaultItemStateProvider contains grow-only cache
0,Improve BaseTokenStreamTestCase to uses a fake attribute to check if clearAttributes() was called correctly - found bugs in contrib/analyzers
0,"JCRTest.java (First Steps example code) creates a StringValue with ""new"""
0,Invalid redirects are not corrected
0,[PATCH] reduce duplicate conversions from OffsetCharSequence to (lower/upper) strings
0,Improve exception handling in observation (ChangePolling)
0,PropertyTypeRegistry should also yield if property is multi-valued
0,Define and implement Logging policy
0,Use POIExtractor wherever possible
0,Tiered flushing of DWPTs by RAM with low/high water marks
0,"Clicking on the ""More Results"" link in luceneweb.war demo results in ArrayIndexOutOfBoundsException"
0,Add CopyMoveHanlder so that the copy/move behavior can be customized (as this is the case for the IOHandler and PropertyHandler)
0,Text Search Syntax Deviates from Spec
0,Hudson build doesn't detect Java 5 class references
0,version.properties
0,Unable to get the status line from a http method object
0,Make CMS smarter about thread priorities
0,replace Vector with ArrayList in Queries
0,Refactor DocumentsWriter
0,Provide access to port of Host header
0,ConstantScoreQuery should directly support wrapping Query and simply strip off scores
0,Improved error reporting from JcrUtils.getRepository
0,ProtocolException thrown on slightly broken headers
0,More javadocs for Weight
0,AbstractHttpProcessor hard-wired against a single context
0,[PATCH] better exception messages when generating schema
0,investigate solr test failures using flex
0,Updates to connectionStaleCheckingEnabled docs.
0,Unique ID for org.apache.jackrabbit.value.BinaryValue
0,Numeric range searching with large value sets
0,"Make ReqExclScorer package private, and use DocIdSetIterator for excluded part."
0,simple improvements to tests
0,TCK: ImpersonateTest#testImpersonate should allow LoginException
0,"IndexReader's add/removeCloseListener should not use ConcurrentHashMap, just a synchronized set"
0,[JCR-RMI] Have ClientItem.isSame throw RepositoryException
0,Remove RepositoryService.getRootId()
0,Node Type Management subproject : Default namespace should be emtpy
0,Build should enable unchecked warnings in javac
0,Incorrect error message in AnalyzingQueryParser.getPrefixQuery
0,AbstractJCRTest fails on level 1 repositories
0,Implement a backup tool
0,RTFTextExtractor should also support mime type text/rtf
0,"Replacement for TermAttribute+Impl with extended capabilities (byte[] support, CharSequence, Appendable)"
0,don't try to cache a composite reader's MultiBits deletedDocs
0,Automatic upgrade to 2.0
0,Improve lifecycle management of JCA connector
0,[PATCH] LockFactory implementation based on OS native locks (java.nio.*)
0,TCK: GetPersistentQueryPathTest and SaveTest require nt:query
0,allow automatontermsenum to work on full byte range
0,Deprecated AbstractWebdavServlet should be empty and extend new AbstractWebdavServlet
0,Performance improvement in OpenBitSetDISI.inPlaceAnd()
0,increase maxmemory for unit tests
0,Avoid item state reads during Session.logout()
0,contrib/remote tests fail randomly
0,Some files are missing the license headers
0,Remove duplicate code in QValueFactoryImpl (spi2dav)
0,Optimize the core tokenizers/analyzers & deprecate Token.termText
0,DateTools.stringToDate() can cause lock contention under load
0,Add files generated by eclipse or maven to svn:ignore
0,Remove unused LuceneQueryBuilder.createQuery() method
0,Item states cached in UpdatableItemStateManager not discarded on logout
0,[PATCH] Allow RepositoryAccessServlet to get the Repository from a ServletContext attribute
0,Drop Maven 1 compatibility
0,TCK: DocumentViewImportTest does not call refresh after direct-to-workspace import
0,Access to version history results in reading all versions of versionable node
0,Upgrade to Derby 10.2
0,Determination of property state difference should skip binary values
0,Build failed in the flexscoring branch because of Javadoc warnings
0,Move text extraction into a background thread
0,specialize payload processing from of DocsAndPositionsEnum
0,"Add ""testpackage"" to common-build.xml"
0,Provide additional test coverage for HTTP and HTTPS over proxy
0,Revise internal data structures of ThreadSafeClientConnManager
0,Collapse nested OR expressions
0,Add preemptive authentication
0,Caching in QueryHandler does not scale well
0,Split PrivilegeRegistry in a per-session manager instance and a repository level registry
0,Update slf4j
0,o.a.l.messages should be moved to core
0,refactoring of Similarity.sloppyFreq() and Similarity.scorePayload
0,Create jackrabbit-parent
0,ClientConnectionRelease example is incorrect
0,Separate javadocs for core and contribs
0,[PATCH] TermVectorReader and TermVectorWriter
0,DelimitedPayloadTokenFilter copies the bufer over itsself. Instead it should only set the length. Also optimize logic.
0,Incorrect link on Apache Jackrabbit Welcome homepage
0,HttpMethodBase Javadoc patches
0,orm-persistence package doesn't compile against cvs head.
0,Build environment configuration: Mavenize the build process
0,Performance improvement for SegmentMerger.mergeNorms()
0,add back Document.getValues()
0,encoding of GermanAnalyzer.java and GermanStemmer.java isn't utf-8
0,Make cache limits configurable
0,JSR 283: Shareable nodes support in query
0,Upload Lucene 2.0 artifacts in the Maven 1 repository
0,More verbose message on reference constraint violation
0,Optimization for FieldDocSortedHitQueue
0,Make CachingTokenFilter faster
0,Query#mergeBooleanQueries argument should be of type BooleanQuery[] instead of Query[]
0,Add a NamespaceHelper in jcr-commons
0,speed up automaton seeking in nextString
0,handle multivalue headers correctly
0,clean up build files so contrib tests are run more easily
0,Remove old hooks for the implementation of hard links
0,Move ocm documentation to jackrabbit-site
0,Change all FilteredTermsEnum impls into TermsEnum decorators
0,Spatial Filters not Serializable
0,[PATCH] cleaner API for Field.Text
0,improve test coverage for Multi*
0,"Deprecation of autoCommit in 2.4 leads to compile problems, when autoCommit should be false"
0,Support SortedSource in MultiDocValues
0,Deprecate all non-bundle persistence managers
0,deprecate ChineseAnalyzer
0,separate IndexDocValues interface from implementation
0,Rename IndexReader.reopen to make it clear that reopen may not happen
0,Add support to provide custom classloader for class instantiation from configuration
0,Update POI dependency to 3.0.2-FINAL
0,Contrib: another highlighter approach
0,TopTermsScoringBooleanQueryRewrite minscore
0,improve how MTQs interact with the terms dict cache
0,Enhance QueryUtils and CheckHIts to wrap everything they check in MultiReader/MultiSearcher
0,Move SimpleWebdavServlet to jcr-server and make it abstract
0,Make HighFreqTerms.TermStats class public
0,Rethink LocalizedTestCaseRunner with JUnit 4 - Clover OOM
0,web.xml refers to 2.2 dtd
0,Replace license headers with new policy text
0,Versioning operations should be done on the workspace
0,Highlighter should support all MultiTermQuery subclasses without casts
0,ByteArrayBody as an alternative to InputStreamBody
0,Observation tests should throw NotExecutableException when repository does not support observation
0,"GData Server - Milestone 3 Patch, Bugfixes, Documentation"
0,Update site level documentation
0,cache module should strip 'Content-Encoding: identity' from responses
0,Stop text extraction when the maxFieldLength limit is reached
0,"NTLM implementation lacks support for NTLMv1, NTLMv2, and NTLM2 Session forms of NTLM"
0,"IndexableBinaryStringTools: convert arbitrary byte sequences into Strings that can be used as index terms, and vice versa"
0,comparator API for segment versions
0,move DocumentStoredFieldsVisitor to o.a.l.document
0,jcr ext doesn't compile with jdk 1.4
0,SQL2 queries are not logged
0,HttpState#PREEMPTIVE_PROPERTY removed.
0,Improper deprecation of Locked class
0,TestIndexWriterDelete makes broken segments with payloads on
0,Add reopen(IndexCommit) methods to IndexReader
0,Provide general HTTP date parsing
0,Allow overriding the specification version in MANIFEST.MF
0,"Via NTLM proxy to SSL Apache/BasicAuth. - worked in may 22nd, but broken in beta1"
0,Index nodes in parallel
0,speed up core tests
0,Tests failing when run with tests.iter > 1
0,wordlistloader is inefficient
0,Remove background initialization of hierarchy cache
0,Cleanup highlighter test class
0,Use NIO positional read to avoid synchronization in FSIndexInput
0,Remove Serializable on ItemState classes
0,Dont use nt:frozenNode to create nodes
0,Avoid item state reads during Session.logout()
0,terms index should not store useless suffixes
0,Transaction-safe versioning
0,Lucene Scorer implementations should handle the 'advance' to NO_MORE_DOCS optimisation better
0,Remove SegmentReader.document synchronization
0,NearSpansOrdered does not lazy load payloads as the PayloadSpans javadoc implies
0,NGramFilter -- construct n-grams from a TokenStream
0,Payloads
0,Add tool to upgrade all segments of an index to last recent supported index format without optimizing
0,Add Payload retrieval to Spans
0,"Add <a name=""""> anchors to documentation sections"
0,Further steps towards flexible indexing
0,Remove dependency on Xerces
0,org.apache.jackrabbit.server.SessionProvider needs 'releaseSession()'
0,Define clear semantics for Directory.fileLength
0,generate-maven-artifacts target should include all non-Mavenized Lucene & Solr dependencies
0,"add FieldInvertState.numUniqueTerms, Terms.sumDocFreq"
0,ValueFormat should provide method getJCRString
0,HttpMethodBase does not compile on JDK prior to 1.3
0,PostMethod Java doc refers to wrong section of RFC1945
0,TCK: TextNodeTest and jcr:xmltext/jcr:xmlcharacters
0,tweak AppendingCodec to write segments_N compatible with 'normal' Lucene
0,"contrib/xml-query-parser, BoostingTermQuery support"
0,SPI POM improvements
0,Duplicate log of HTTP header
0,Wrong link in javadoc of QNodeTypeDefinition
0,Add an explicit method to invoke IndexDeletionPolicy
0,Use of google-code-prettify for Lucene/Solr Javadoc
0,SQL2: Implement LIKE support for node names
0,[PATCH] remove code stutter
0,Restructure codec hierarchy
0,Demo: DeleteFiles doesn't delete files by their path names
0,Port to Java5
0,remove IndexSearcher.docFreq/maxDoc
0,WriteLineDocTask should write gzip/bzip2/txt according to the extension of specified output file name
0,Move the XASession interface to jackrabbit-api
0,Speed up SegementDocsEnum by making it more friendly for JIT optimizations
0,Add supported for Wikipedia English as a corpus in the benchmarker stuff
0,Make it easier to run Test2BTerms
0,[PATCH] XPathQueryBuilder reports misleading column numbers for faulty queries
0,add missing name constants for mix:title
0,Apply the supplied patch. Sets 2 variable in the base class to protected
0,Add workspace population tool
0,Consolidate compare behaviour for Value(s) and Comparable(s)
0,fix for Document.getBoost() documentation
0,Update overview example code
0,remove RoutedRequest from API
0,+ - operators allow any amount of whitespace
0,Validate the SearchIndex configuration
0,Add static readSnapshotsInfo to PersistentSnapshotDeletionPolicy
0,CMS merge throttling is not aggressive enough
0,[PATCH] demo HTML parser corrupts foreign characters
0,Upgrade commons-codec 1.4 -> 1.6
0,[PATCH] Indexing on Hadoop distributed file system
0,Upgrade benchmark from commons-compress-1.0 to commons-compress-1.1 for 15 times faster gzip decompression
0,JSR 283 namespace handling
0,Reduce exposure of nightly build documentation
0,Wrap IllegalArgumentException from UUID when bad ID passed to Session.getNodeByUUID
0,Allow to configure DB persistence managers through JDNI
0,Support system property to define the DefaultTransactionTimeout for a XASession
0,[PATCH] HTMLParser doesn't parse hexadecimal character references
0,Default configuration not suitable for demo web application
0,support array/offset/ length setters for Field with binary data
0,"Clean up old JIRA issues in component ""Other"""
0,lucene benchmark has some unnecessary files
0,Use FieldSelector in Sorted/LuceneQueryHits when reading UUID
0,Remove unnecessary NodeImpl references from LuceneQueryFactory
0,TCK: AbstractImportXmlTest incorrectly assumes mix:referenceable can be added to created node
0,Override method MultipartEntity.addPart so that applications may use FormBodyPart
0,no classes with default visibility
0,multipart feedback
0,"Remove code duplication from Token class, just extend TermAttributeImpl"
0,replace the PostMethod parameters HashMap with a List
0,Session.importXml should close the input stream (as to JSR 283/JCR 2.0)
0,NodeAddMixinTest assumptions on addMixin behaviour
0,MergeException from CMS threads should record the Directory
0, Reduce number of compiler warning by adding @Override and generics where appropriate 
0,Keep WebDAV exception causes
0,Update site lucene-sandbox page
0,Migrate to maven 2 the other OCM subprojects
0,Make CFS appendable  
0,Namespace handling in AbstractSession should be synchronized
0,Intermittent failure in TestThreadedOptimize
0,Setting SSLSocket parameters
0,Formatable changes log  (CHANGES.txt is easy to edit but not so friendly to read by Lucene users)
0,Flex on non-flex emulation of TermsEnum incorrectly seeks/nexts beyond current field
0,[PATCH] Javadoc correction for Scorer.java
0,JSR 283: Access Property/Node from Session
0,Provide a JackrabbitNode#setMixins(String[] mixinNames) method
0,Rename GenericRepositoryFactory to JndiRepositoryFactory
0,light/minimal stemming for euro languages
0,Unnecessary null check in EffectiveNodeType.getApplicableChildNodeDef()
0,Misleading method names in SetValueBinaryTest
0,SPNEGO authentication scheme
0,Add getTotalSize() to QueryResults
0,"Add some ligatures (ff, fi, fl, ft, st) to ISOLatin1AccentFilter"
0,Move privilege reader/writer to spi-commons and use qualified names
0,Update SPI locking to match JCR 2.0
0,Improve docs for deployment Models 1 and 2 on Tomcat 5.5.x and provide an example webapp.
0,PhraseQuery/TermQuery/SpanQuery use IndexReader specific stats in their explains
0,Payload Queries
0,Cannot use Lucene in an unsigned applet due to Java security restrictions
0,"Consolidate CustomScoreQuery, ValueSourceQuery and BoostedQuery "
0,Use type StaticOperand for fullTextSearchExpression
0,use AtomicInteger/Boolean to track IR.refCount and IW.closed
0,Use configured credentials in RepositoryFactoryImplTest 
0,Refactor ObservationManagerFactory
0,"Move FunctionQuery, ValueSources and DocValues to Queries module"
0,Some enhancements to jackrabbit commons
0,java.lang.Iterable support for RangeIterators
0,"URI class constructors need revision, optimization"
0,Populating exception message with InetSocketAddress.getHostName() can take a long time
0,IOUtils.closeSafely should log suppressed Exceptions in stack trace of original Exception (a new feature of Java 7)
0,Remove unnecessary String concatenation in IndexWriter
0,QueryParser throws new exceptions even if custom parsing logic threw a better one
0,ValueSourceQuery hits synchronization bottleneck in IndexReader.isDeleted
0,make BaseCharFilter more efficient in performance
0,"need the ability to also sort SpellCheck results by freq, instead of just by Edit Distance+freq"
0,Can't specify AttributeSource for Tokenizer
0,Port 3.x FieldCache.getDocsWithField() to trunk
0,replace collation/lib/icu4j.jar with a smaller icu jar
0,"Correctly handle concurrent calls to addIndexes, optimize, commit"
0,Jackrabbit Utilites upgrade to Jackrabbit 2.1.0
0,FST should differentiate between final vs non-final stop nodes
0,Cleanup XML QueryParser Code
0,Two-stage state expansion for the FST: distance-from-root and child-count criteria.
0,FieldCacheImpl cache gets rebuilt every time
0,Deprecate non-pooled bundle DB persistence managers
0,ServerQuery does not use RemoteAdapterFactory for creating ServerQueryResult
0,Update idea plugin version
0,Create EMPTY_ARGS constsant in SnowballProgram instead of allocating new Object[0]
0,Add link to irc channel #lucene on the website
0,Cookie guide lists RFC 2965 as unsupported
0,Add configurable hook for password validation
0,Track total term freq per term
0,Consolidate all (Solr's & Lucene's) analyzers into modules/analysis
0,Add accessor for parent to NodeInfoBuilder/PropertyInfoBuilder
0,refactor consistency checks in BundleDBPersistenceManager into a standalone class that could be re-used for other PMs
0,SegmentInfos shouldn't blindly increment version on commit
0,create a simple test that indexes and searches byte[] terms
0,cache should invalidate obsoleted entries mentioned in Content-Location
0,Improve error messages for index aggregates
0, The jackrabbit-ocm DTD 1.5 is missing and has to be publish
0,SPI: Javadoc Issue with QNodeTypeDefinition#getPropertyDefs and #getChildNodeDefs
0,Lucene benchmark: objective performance test for Lucene
0,"New Token filter for adding payloads ""in-stream"""
0,Replace BundleFsPersistenceManager with DerbyPersistenceManager in the JR Core indexing tests
0,Introduce similarity function
0,ORM PersistenceManagers don't compile
0,toplevel exception cleanup
0,New JcrUtils utility methods
0,Regex support and beyond in JavaCC QueryParser
0,Upgrade to Xerces 2.8.1
0,JSR 283 Observation
0,"textfilters module patch: Support for text extraction for HTML,XML and RTF files"
0,TestUTF32ToUTF8 can run forever
0,Wire log is incomplete if HttpParser detects an error
0,JCR2SPI: Move test execution to SPI2JCR
0,indexwriter creates unwanted termvector info
0,Add init method to CloseableThreadLocal
0,isValid should be invoked after analyze rather than before it so it can validate the output of analyze
0,Use java.util.UUID
0,Extract the public API interfaces from o.a.j.core to o.a.j.api
0,Add more unit tests on BeanConverters
0,Allow using FST to hold terms data in DocValues.BYTES_*_SORTED
0,Use the Jackrabbit RMI extensions by default in jackrabbit-webapp
0,"Source distribution packaging targets should make a tarball from ""svn export"""
0,Use ConcurrentHashMap instead of HashMap wherever thread-safe access is needed
0,Add Warnlog on Extraction Failure
0,Distinct field value count per group
0,[PATCH] Extension to binary Fields that allows fixed byte buffer
0,the jcr:frozenUuid property is of type REFERENCE instead of STRING
0,[GSoC] Implementing State of the Art Ranking for Lucene
0,Change all contrib TokenStreams/Filters to use the new TokenStream API
0,Update Spatial Lucene sort to use FieldComparatorSource
0,"""ant dist"" no longer generates md5's for the top-level artifacts"
0,Setup nightly build website links and docs
0,Transfer-Encoding: identity not supported + possible patch
0,TCK: XPathQueryLevel2Test uses optional column specifier syntax
0,QueryParser should use reusable token streams
0,Commit volatile index to disc after some configurable idle time
0,Cleanup 'good' queries code
0,[PATCH] Remove equals() from internal Comparator of ConjunctionScorer
0,Prevent logins during repository shutdown
0,"contrib/benchmark:  configurable HTML Parser, external classes to path, exhaustive doc maker"
0,Provide more options for OCM CRUD API Writers to enhance the functionality
0,JcrUtils.getRepository(...) for simple repository access
0,Remove some synchronization on CachingNamespaceResolver
0,document LengthFilter wrt Unicode 4.0
0,Include the README file in the generated jar files
0,PackedInts does not support structures above 256MB
0,'ant javacc' in root project should also properly create contrib/surround Java files
0,HTTP Version configuration and tracking
0,Update LICENSE and NOTICE files to match the updated dependencies
0,deprecate term and getTerm in MultiTermQuery
0,CharacterCache - references deleted 
0,benchmark for collation
0,Omit default BatchReadConfig in Spi2davexRepositoryServiceFactory
0,Generify Security API
0,FieldCache should support longs and doubles
0,FieldsInfo uses deprecated API
0,IndexReader.clone
0,"when a test Assume fails, display information"
0,Journal: Use buffered input / output streams
0,"ManageableCollectionUtil should not throw ""unsupported"" JcrMapping exception"
0,SimpleFieldsHelper emits a lot warnings
0,JCRTest.java (First Steps example code): to few parameters in session.importXML
0,download section of website down
0,Incorrect transitive snapshot dependencies
0,Enable flexible scoring
0,Callback for intercepting merging segments in IndexWriter
0,URI.java readObject()/writeObject() must be private
0,Make ItemIds more stable
0,Default merge policy should take deletions into account
0,Multi-level skipping on posting lists
0,Move to a newer vesion of Commons Collections
0,Modified QueryImpl to enable external query builders to read and write JCR expressions in the orderBy Clause
0,repository-1.5.dtd: change order of main elements
0,provide option to automatically dispose idle workspaces
0,AbstractQueryTest does not handle unknown result size properly
0,Contribute Pluggable Permission and User Management to Jackrabbit
0,Changes.html formatting improvements
0,Helper Method to escape illegal XPath Search Term
0,JSR 283: EventJournal
0,allow case insensitive searches
0,"Searchable.java: The info in the @deprecated tags do not refer to the search(Weight, etc...) versions..."
0,RemoveVersionTest.testReferentialIntegrityException assumes availability of ref properties and same name sibilings
0,Add method to remove mappings from NamespaceMapping
0,Testcase for StandardAnalyzer
0,refactoring of docvalues params in Codec.java
0,All implementations of SchemeSocketFactory.createSocket(HttpParams params) ignore the params
0,DisjunctionMaxQuery -  Iterator code to  for ( A  a : container ) construct
0,integrate snowball stopword lists
0,NodeTypeRegistry could auto-subtype from nt:base
0,"Failures during contrib builds, when classes in core were changed without ant clean"
0,Some tests assume that an implementation of javax.jcr.Item overrides equals()
0,Fix for deprecations in contrib/surround
0,Remove norms() support from non-atomic IndexReaders
0,Disable SearchManager
0,"Maven 2 POM includes junit in default ""compile"" scope, rather than ""test"" scope"
0,Configurable actions upon authorizable creation and removal
0,promote TestExternalCodecs.PerFieldCodecWrapper to core
0,"Add narrow API for loading stored fields, to replace FieldSelector"
0,Optimize BlockTermsReader.seek
0,[PATCH] Clear ThreadLocal instances in close()
0,Improve ArrayUtil/CollectionUtil.*Sort() methods to early-reaturn on empty or one-element lists/arrays
0,CompoundFileReader's openInput produces streams that may do an extra buffer copy
0,Make CacheEntry use an immutable object to represent cache content 
0,New Gump projects for HttpComponents 4.0
0,Evil up MockDirectoryWrapper.checkIndexOnClose
0,Use an enumeration for QOM join types
0,Add NoOpMergePolicy
0,org.apache.lucene.ant.HtmlDocument added Tidy config file passthrough availability
0,Remove circular dependency between VersionManagerImpl and VersionItemStateProvider
0,"Add FieldCache.getTermBytes, to load term data as byte[]"
0,JSR 283: adopt CND syntax changes
0,Supporting deleteDocuments in IndexWriter (Code and Performance Results Provided)
0,HttpClient Manual Simplified Chinese
0,wrong class name in statemgmt.xml
0,Small imprecision in Search package Javadocs
0,JSR 283: Evaluate Capabilities 
0,[PATCH] don't delete all files in index directory on index creation
