label,summmarydescription
1,HttpMultipart doesn't generate Content-Type part header in mode BROWSER_COMPATIBLE
1,Highlighter has problems when you use StandardAnalyzer with LUCENE_29 or simplier StopFilter with stopWordsPosIncr mode switched on
0,JCR2SPI: Avoid individual Item reloading upon Session/Item.refresh(true)
1,SegmentInfo.sizeInBytes ignore includeDocStore when caching
0,Error reporting page for jackrabbit-webapp
1,Term vectors missing after addIndexes + optimize
1,Mixin removal exception
1,PROPFIND response to a request for a property that does not exist reports an empty DAV:prop element  
0,spi2dav: temp files are not clean up after batch submit
0,Set jcr and servlet-api dependency scope to provided
0,Provide base classes to simplify read only RepositoryService implementations
0,Index merging should run in a separate thread
0,SnowballAnalyzer lacks a constructor that takes a Set of Stop Words
0,Add LocalLucene
0,HTTPClient 4.1 auto slash removal
1,FilterImpl.getStringValue() does not use custom converter class specified in @Field annotation
0,Add deprecated 'transition' api for Document/Field
0,Provide Readme's for subprojects jcr-mapping and jcr-nodemanagement
1,BundleDBPersistenceManager does not free blobStore resources
0,[PATCH] Ant macro for javadocs and javadocs-internal
1,WorkspaceConfig.init() throws NullPointerException if Search configuration is missing
0,MoreLikeThis - allow to exclude terms that appear in too many documents (patch included)
1,IllegalNameException when importing document view with two mixins
0,"Disallow setBoost() on StringField, throw exception if boosts are set if norms are omitted"
0,[patch] better support gcj compilation
0,Migrate to Lucene 2.3
0,all references to incubator need to be replaced with new locations
0,LargeDocHighlighter - another span highlighter optimized for large documents
0,Refactor the Mapper & DescriptotReader classes
0,Cannot use Lucene in an unsigned applet due to Java security restrictions
1,Fix unexpected behavior of Text.getName()
0,Support for JNDI configuration of BundleDbPersistenceManager
0,activity storage path
0,SimpleTextCodec needs SimpleText DocValues impl
1,cache module generates exceptions for non-compliant responses without consuming response bodies
1,[PATCH] Wirelog corrections
0,TestIndexWriterDelete makes broken segments with payloads on
0,Jcr2Spi: UpdateTest#testUpdateRemovesExtraProperty and #testUpdateAddsMissingSubtree fail occasionally
1,"""Index already present"" exception when opening a restored repository"
0,Default to anonymous access when no Credentials are given
1,empty path not handled correctly
0,Missing dependencies in two generated maven pom files 
0,Remove autoCommit from IndexWriter
0,Reduce memory usage of DocIds
1,Range Query works only with lower case terms
1,System view XML uses hardcoded sv: prefix
1,workspace.copy does not copy binary properties properly
0,"Add next() and skipTo() variants to DocIdSetIterator that return the current doc, instead of boolean"
0,separate IndexDocValues interface from implementation
0,Change NumericRangeQuery to generics (for the numeric type)
1,typo in the mimetypes.properties file
0,Unnecessary parameter in NodeTypeRegistry.persistCustomNodeTypeDefs(NodeTypeDefStore store)
0,"when a test Assume fails, display information"
1,thread starving in MultiThreadedHttpConnectionManager
0,Expose registered node types below /jcr:system/jcr:nodeTypes
1,deadlock on concurrent commit/locking
0,bad assumptions on QueryResult.getIterator() semantics in QueryResultNodeIteratorTest.testSkip()
0,FuzzyLikeThisQuery should set MaxNonCompetitiveBoost for faster speed
0,Improve lifecycle management of JCA connector
1,problem with isIPv4address() for relative uri's
0,ResourceConfig: read additional parameters for IOHandler and PropertyHandler that are covered by public setters
0,[PATCH] Add StopFilter ignoreCase option
0,remove dependencies of XPathQueryBuilder on core Jackrabbit code
0,Add missing license headers
0,Allow PackedInts.ReaderIterator to advance more than one value
1,Node.restore() fails for existing non-versioned OPV=Version child nodes
0,Create ChainingCollector
0,Upgrade contrib/bdb-persistence to work w/Jackrabbit 1.3
0,Deprecate/remove unused FileSystem features such as RandomAccessOutputStream
1,DateValue.getDate not a copy
1,Deadlock when concurrently committing and reading versioning states
0,add Terms.docCount
0,MultithreadedConnectionManager and IdleConnectionTimeoutThread improvements
0,[PATCH] Indexing on Hadoop distributed file system
0,speed up core tests
0,Refactor DocumentsWriter
1,Index segments are only committed on close
0,A new Greek Analyzer for Lucene
0,DatabasePersistenceManager: don't log exceptions for each statement when a connection needs to be reestablished
1,processing a synonym in a token stream will remove the following token from the stream
0,Store DocValues per segment instead of per field
1,Some code still compares string equality instead using equals
1,SegmentInfo should explicitly track whether that segment wrote term vectors
1,SharedItemStateManager not properly synchronized
0,Change all contrib TokenStreams/Filters to use the new TokenStream API
0,RTFTextExtractor should also support mime type text/rtf
1,Inconsistency when version with a label is removed
0,o.a.j.webdav.jcr.DavResourceFactoryImpl#createResource creates VersionControlledResource instances regardless of mix:versionable status
0,Thread safety and visibility Improvements
0,Update the Highlighter to use the new TokenStream API
0,Index Writer constructor flags unclear - and annoying in certain cases
1,"AbstractClientConnAdapter doesn't ensure that only one of ConnectionReleaseTrigger.abortConnection, .releaseConnection has effect"
0,"Maven 2 POM includes junit in default ""compile"" scope, rather than ""test"" scope"
1,BytesRef copy short missed the length setting
0,Add search timeout support to Lucene
0,QueryHandler.init() should take a context argument
0,Formatable changes log  (CHANGES.txt is easy to edit but not so friendly to read by Lucene users)
1,HttpUrl does not accept unescaped passwords
0,Plug-in authentication modules
1,Stackoverflow when calling deprecated CharArraySet.copy()
1,return value of PostMethod#removeParameter
1,Dirty Internal State on Transaction-Rollback during Global Transaction (container managed transaction)
1,UserAccessControlProvider handles users who dont have Jackrabbit managed Principals or User node inconsistently.
0,NumericRange support for new query parser
0,Provide support for non-ASCII charsets in the multipart disposition-content header
0,[OCM] Add unit tests with BundleDbPersistenceManager
0,Support easy pre-authenticated login
0,Javadocs clean-up
1,ISO8601 uses default DecimalFormat constructor using locale specific digits
1,Save fails after setting a binary property twice
1,Restore of empty multivalue property always changes property type to String
0,Align the code base with checkstyle
0,Move repository home directory into target directory
1,Some equals methods do not check for null argument
1,"In DatabasePersistenceManager.store(), if the exception is null or its cause is not an SQLException, then the PM keeps looping forever"
1,Memory leak in MultiThreadedHttpClient caused by bad .equals()
1,IndexWriter retains references to Readers used in Fields (memory leak)
0,Validate the SearchIndex configuration
0,Make TopDocs constructor public
0,Update 3.x legacy homepage with end of life notification and pointer to HTTPComponents
0,Introduce QValueConstraint and change return type of QPropertyDefinition.getValueConstraints()
1,cache module should populate Via header to capture upstream and downstream protocols
1,Unreleased 2.3 version of IndexWriter.optimize()  consistly throws java.lang.IllegalArgumentException out-of-the-box
0,Add ConstantScore highlighting support to SpanScorer
0,Add ShingleFilter option to output unigrams if no shingles can be generated
0,[PATCH] Binary stored fields
0,refactoring of DavSession acquisition in jcr-server
0,GData html render preview
1,Move operation may turn AC caches stale
1,NPE when versioning operations are concurrent
1,Protocol interceptors not called when executing CONNECT methods
0,Deprecate org.apache.jackrabbit.api.JackrabbitNodeTypeManager in 2.0 and 1.6
1,The PostMethod did not bring back response headers from proxy servers
0,Position Checking Span Queries
0,Scan method signatures and add varargs where possible
0,Remaining reallocation should use ArrayUtil.getNextSize()
0,"IndexableBinaryStringTools: convert arbitrary byte sequences into Strings that can be used as index terms, and vice versa"
1,URI Absolutization does not follow browser behavior
1,Auth state is not correctly maintained if a successful NTLM authentication results in a redirect
1,Version.merge() corrupts repository
0,replace the PostMethod parameters HashMap with a List
0,IndexWriter has hard limit on max concurrency
1,StringRequestEntity.getContentLength wrong for multibyte chars
1,XML serialization in JDK 1.4 broken (mostly for WebDAV)
0,Wikipedia Document Generation Changes
0,Support http URL inline authentication
0,move nrtcachingdir to core in 4.0
0,Allow reuse of Q*DefinitionBuilder in QItemDefinitionsBuilder
1,TransientRepository does not shutdown if first login fails
0,Create enwiki indexable data as line-per-article rather than file-per-article
0,Incorrect license headers in multiple components
0,masking field of span for cross searching across multiple fields (many-to-one style)
1,bad route computed for redirected requests
0,Switch from log4j to Logback
0,Allow MergePolicy to select non-contiguous merges
1,IndexCommit.getFileNames() should not return dups
1,Cluster revision file not closed on repository shutdown.
0,Simple toString() for BooleanFilter
0,Add @Override annotations
1,TestIndexWriterDelete fails randomly
1,Inconsistent behaviour sorting against field with no related documents
0,add icu-based tokenizer for unicode text segmentation
0,Jcr-Server: Usage of Cache-Control header
0,Commit volatile index to disc after some configurable idle time
1,MultiReader should make a private copy of the subReaders array
0,caching module should use HttpParams-style configuration
0,Add a isDeleted method to IndexCommit
0,Add static readSnapshotsInfo to PersistentSnapshotDeletionPolicy
0,Add bundle support for PostgreSQL
1,Query does not work after logging into workspace with no indexes
1,Node.restore() throws java.lang.ClassCastException
0,"add FieldInvertState.numUniqueTerms, Terms.sumDocFreq"
0,IndexSplitter that divides by primary key term
1,"Session.checkPermission(""/"", ""add_node"") throws PathNotFoundException instead of AccessControlException"
0,"MergePolicy.OneMerge.segments should be List<SegmentInfo> not SegmentInfos, Remove Vector<SI> subclassing from SegmentInfos & more refactoring"
0,Graduate appendingcodec from contrib/misc
0,Speed up junit tests
0,DatabaseJournal refactoring for subclassing capability
0,MergeException from CMS threads should record the Directory
0,High memory usage on node with multi-valued string properties
1,MultipartEntity incorrectly computes unknown length
0,IndexReader.close should forcefully evict entries from FieldCache
0,TestTermInfosReaderIndex failing (always reproducible)
0,org.apache.http.impl.client.cache.memcached.MemcachedHttpCacheStorage uses URL as cache key - shouldn't.
1,BasicClientCookie.toString() contains 'name' instead of 'value' when writing out cookie value
1,cookies > 20 years invalidated
0,HttpParams doesn't document its key values
1,Lock tokens reains in session after unlock
1,"Can not set the ""Proxy-connection"" header"
0,results.jsp in luceneweb.war uses unknown parse-Method
0,BoostingNearQuery must implement clone - now it clones to a NearSpanQuery - cloning is required for Span container classes
0,Add a OnWorkspaceInconsistency with logging only
1,Concurrent Repository.login() throws IllegalStateException
1,ContentLengthInputStream does not implement available() properly
0,Get rid of backwards tags
0,move deletes under codec
0,HttpMime StringBody constructor throws specification unnecessarily declares UnsupportedEncodingException
0,Break the spi2dav dependency to jcr-server
1,repository-2.0.dtd missing
0,Use an enumeration for QOM join types
1,Setting WebDAV property without value causes NPE in DAVResourceImpl
1,javax.jcr.NamespaceException: : is not a registered namespace uri
1,Cloning a tree containing shareable nodes into another workspace throws ItemExistsException
1,CLONE -Aggregate include ignored if no primaryType set
0,UserManagement: Limit set of properties exposed by AuthorizableImpl
1,IndexReader.lastModified - throws NPE
0,Optimizations to TopScoreDocCollector and TopFieldCollector
1,webapp welcome page shows incorrect port when port is the default port
1,RangeQuery - add equals and hashCode methods
0,IndexWriter.close(false) does not actually stop background merge threads
0,Fix buggy stemmers and Remove duplicate analysis functionality
0,PackedInts does not support structures above 256MB
0,[PATCH] Enable application-level management of IndexWriter.ramDirectory size
0,Public Suffix List
0,Add OSGi bundle metadata to manifest
1,CompactNodeTypeDefWriter uses bad format for residual properties 
0,HTTPClient per default relentlessly spams to stderr
0,Factor out SearcherManager from NRTManager
0,NullPointerException when temporary directory not readable
0,[PATCH] Improved javadoc for maxClauseCount
0,TCK: DerefQueryLevel1Test requires support for optional jcr:deref function
0,Allow concurrent index updates and queries
0,Test tooling updates
1,Session returned does not offers transaction support
0,Lucene Java Site docs
0,allow specifying -Dbootclasspath for javac/javadocs
0,Add shutdown method to SimpleHttpConnectionManager
0,better error for unknown date formats
1,MultiSearcher.rewrite() incorrectly rewrites queries
1,Problems with jackrabbit-standalone
0,date encoding limitation removing
0,Authorization credentials should be sent pre-emptively
1,Removing a mixin that adds a same-name-sibling child node throws an ItemNotFoundException
0,Cleanup XML QueryParser Code
0,Field Selection and Lazy Field Loading
0,Retrieve row path via hierarchy manager instead of node
0,UAX29URLEmailTokenizer fails to recognize emails as such when the mailto: scheme is prepended
1,When fetching node ids in checks for the checker all queries should use the same ordering
1,NodeTypeRegistry.reregister unregisters dependent types
0,Add way to check for release of connections back into pool
1,BasicClientConnectionManager.releaseConnection accesses poolEntry using non-standard lock
1,HttpClient does not retry authentication when multiple challenges are present if the primary one fails
0,Create docvalues based grouped facet collector
1,Restoring a deleted version does not work (throws Exception)
1,Cookies with names containing blanks or starting with $ should be rejected by RFC2109 spec only
1,AbstractHttpClient.determineTarget(HttpUriRequest)
1,NullPointerException when accessing the SimpleWebdavServlet at the prefix path
0,Unnecessary assert in org.apache.lucene.index.DocumentsWriterThreadState.trimFields()
0,Numeric range searching with large value sets
1,java.lang.ArrayIndexOutOfBoundsException while importXML in Java 6
1,problem in jcr-server/project.properties dependencies?
0,Add workaround for ICU bug in combination with Java7 to LuceneTestCase
0,JCR-RMI depends on commons-logging
1,HttpURL creates wrong authority String when user info is changed
