label,summarydescription
0,Additional excerpt provider implementation
0,Indexing performance tests with realtime branch
0,wordlistloader is inefficient
0,Remove RepositoryService.getRootId()
0,JCR taglib
0,remove IndexSearcher.docFreq/maxDoc
0,MultiReader and ParallelReader accidently override doOpenIfChanged(boolean readOnly) with doOpenIfChanged(boolean doClone)
0,NumericField should be stored in binary format in index (matching Solr's format)
0,TestNLS fails with ja locale
0,Improved background text extraction
0,Stored-only fields automatically enable norms and tf when added to document
0,BundleFsPersistenceManager: remove deprecated settings
0,Keep WebDAV exception causes
0,Upgrade to latest SLF4J and Logback
0,Reduce log level in MultiIndex for deleting obsolete index
0,spi2dav: create RepositoryFactory implementation
0,Improved XML export handling
0,A Linux-specific Directory impl that bypasses the buffer cache
0,Factor maxMergeSize into findMergesForOptimize in LogMergePolicy
0,test granularity for calendar (date) properties
0,ConstantScoreQuery should directly support wrapping Query and simply strip off scores
0,SnowballAnalyzer lacks a constructor that takes a Set of Stop Words
0,TCK: SessionReadMethodsTest#testIsLive calls logout() more than once
0,"""reproduce with"" on test failure isn't right if you manually overrided anything"
0,spi2davex: clear uri-lookup after removing node identified with uniqueID
0,Move SimpleWebdavServlet to jcr-server and make it abstract
0,Apply the supplied patch. Sets 2 variable in the base class to protected
0,[PATCH] FSDirectory create() method deletes all files
0,Text.escapeIllegalJCRChars should be adjusted to match the 2.0 set of illegal chars
0,Add SimpleText codec
0,No documentation on how to use CookieSpec
0,Privilege content representation should be of property type NAME
0,Misleading method names in SetValueBinaryTest
0,Multiple tests test for locking instead of versioning
0,Change NumericRangeQuery to generics (for the numeric type)
0,Add link to irc channel #lucene on the website
0,Introduce a temprary cache for intermediate query results
0,Remaining contrib testcases should use Version based ctors instead of deprecated ones
0,Occasional IndexingQueueTest failures
0,Authentication does not respond to stale nonce
0,[patch] Fix overly specific casting in core
0,Enable bzip compression in benchmark
0,ShingleFilter improvements
0,CartesianTierPlotter fieldPrefix should be configurable
0,Make ObjectIterator implement RangeIterator interface
0,Change QueryParser to use ConstantScoreRangeQuery in preference to RangeQuery by default
0,Incorrect link on Apache Jackrabbit Welcome homepage
0,Change default value of SearchIndex extractorPoolSize
0,SimpleFieldsHelper emits a lot warnings
0,JSR 283: Configurations and Baselines
0,Tests fail with NoClassDefFoundError: org/w3c/dom/ranges/DocumentRange
0,ValueSourceQuery hits synchronization bottleneck in IndexReader.isDeleted
0,SQL Azure support: clustered indexes
0,javadoc writing and generation with mvn
0,HttpState should have methods for clearing all cookies and credentials
0,shouldn't throw exception on bad cookies
0,CharArraySet.clear()
0,Support contains queries with wildcard prefix
0,IndexReader.clone
0,move route computation from client to director
0,discrepancy in getTermFreqVector-methods 
0,Database Data Store
0,allow automatontermsenum to work on full byte range
0,Improve javadocs for Numeric*
0,JE Directory Implementation
0,No support for Oracle schemas
0,Generify FST shortestPaths() to take a comparator
0,Allow servlet filters to specify custom session providers
0,tweak AppendingCodec to write segments_N compatible with 'normal' Lucene
0,Backport JCR-1197: Node.restore() may throw InvalidItemStateException
0,URI.java readObject()/writeObject() must be private
0,Minor improvement to JavaDoc for ScoreDocComparator
0,UserImporter should use User.changePassword
0,Allow CFS be empty
0,full text search tests use incorrect character for escaping phrases
0,Provide access to cluster records
0,Test failure: org.apache.jackrabbit.test.TestAll
0,Add args to test-macro
0,Optimize BlockTermsReader.seek
0,Make Jackrabbit compile on Java 7
0,Wrong method signatures in AbstractHttpClient
0,The token types of the standard tokenizer is not accessible
0,Add deleteByQuery to IndexWriter
0,make similarities/term/collectionstats take long (for > 2B docs)
0,UAX29URLEmailTokenizer fails to recognize emails as such when the mailto: scheme is prepended
0,Add timing information to event delivery
0,TestIndexWriterDelete makes broken segments with payloads on
0,Remove getSafeJCRPath methods in HierarchyManagerImpl
0,contrib/javascript is not packaged into releases
0,"Add narrow API for loading stored fields, to replace FieldSelector"
0,NamespaceRegistryTest makes assumptions about legal names
0,Index Writer constructor flags unclear - and annoying in certain cases
0,Hudson build doesn't detect Java 5 class references
0,Better integration of the TestWebApp-HowTo into the documentation
0,"please log allocation of new connections to support debugging, testing"
0,Remove/Uncommit SegmentingTokenizerBase
0,jcr-server-webapp: RMI Registration unstable
0,Remove redundant RepositoryService.executeQuery() method 
0,"Remove code duplication in MultiReader/DirectoryReader, make everything inside final"
0,Performance improvement in OpenBitSetDISI.inPlaceAnd()
0,Remove/deprecate Tokenizer's default ctor
0,ValueFormat should provide method getJCRString
0,SimpleJbossAccessManager
0,Removing-nodes with unexpected nodetype
0,Run 'test-tag' in nightly build
0,Index nodes in parallel
0,Optimize bundle serialization
0,"ClientPNames.VIRTUAL_HOST is used as is; if not provided, the port should be derived from the target URL"
0,Caching client has a class for common headers that was not being used consistently in the code
0,QueryWrapperFilter should not do scoring
0,Allow setting arbitrary objects on PerfRunData
0,DefaultItemStateProvider contains grow-only cache
0,Contribution: Efficient Sorting of DateField/DateTools Encoded Timestamp Long Values
0,IndexWriter has hard limit on max concurrency
0,add LuceneTestCase.rarely()/LuceneTestCase.atLeast()
0,repository-1.5.dtd: change order of main elements
0,Replace xerces for serialization by JAXP
0,Optimizations to TopScoreDocCollector and TopFieldCollector
0,Add support for type whitelist in TypeTokenFilter
0,SPI-commons:  QValueTest.testDateValueEquality2 fails due to changes made with JCR-1018
0,Upload Lucene 2.0 artifacts in the Maven 1 repository
0,javadocs creation has too many warnings/errors
0,"Add ""testpackage"" to common-build.xml"
0,Various places do map lookups in loop instead of using entrySet iterator
0,jira notifications
0,SimpleWebdavServlet: avoid 404 for the root collection
0,More javadocs for Weight
0,Add cause to ItemStateException in BundleDbPersistenceManager.store()
0,TCK: TextNodeTest and jcr:xmltext/jcr:xmlcharacters
0,SPI: change param order with RepositoryService.createBatch
0,Remove duplicate code in QValueFactoryImpl (spi2dav)
0,Remove timeout handling from TransactionContext
0,Ability to group search results by field
0,[PATCH] FilteredTermEnum code cleanup
0,Migrate to maven 2 the other OCM subprojects
0,Add LocalLucene
0,DocValues.type() -> DocValues.getType()
0,'ant generate-maven-artifacts' should work for lucene+solr 3.x+
0,Add IW.add/updateDocuments to support nested documents
0,cache should not generate stale responses to requests explicitly requesting first-hand or fresh ones
0,make frozenbuffereddeletes more efficient for terms
0,Provide access to port of Host header
0,simple improvements to tests
0,LuceneTestCase.afterClass does not print enough information if a temp-test-dir fails to delete
0,[PATCH] TermVectorReader and TermVectorWriter
0,Reintegrate flex branch into trunk
0,MANIFEST.MF cleanup (main jar and luci customizations)
0,Node Type Management subproject : Default namespace should be emtpy
0,Lucene needs to ship the JUnit jar for testing
0,Add JMX support to register a JCR RMI Server into Jboss
0,IndexWriter commits unnecessarily on fresh Directory
0,PropertyTypeRegistry should also yield if property is multi-valued
0,Prepare CharArraySet for Unicode 4.0
0,EventFilterImpl should implement toString
0,Exclude the netcdf dependency
0,Improve performance of MatchAllScorer
0,"UserManagement: Missing assertion that Principal name isn't """""
0,Use the assembly plugin for packaging -tests jars
0,DocId.UUIDDocId should not have a string attr uuid
0,refactoring of Similarity.sloppyFreq() and Similarity.scorePayload
0,"JCRTest.java (First Steps example code) creates a StringValue with ""new"""
0,Links Pointing to Javadocs Are Incorrect and Return 404
0,Add support for 3.0 indexes in 2.9 branch
0,"Replacement for TermAttribute+Impl with extended capabilities (byte[] support, CharSequence, Appendable)"
0,contrib/remote tests fail randomly
0,SPI: provide batch read functionality
0,Review and potentially remove unused/unsupported Contribs
0,add @experimental javadocs tag
0,Update site level documentation
0,benchmark for collation
0,CharFilter - normalize characters before tokenizer
0,request.abort() should interrupt thread waiting for a connection
0,TermVectorMapper.setDocumentNumber()
0,Unnecessary parameter in NodeTypeRegistry.persistCustomNodeTypeDefs(NodeTypeDefStore store)
0,Basic tool for checking & repairing an index
0,Remove deprecated Filter.bits() and make Filter.getDocIdSet() abstract.
0,Norm codec strategy in Similarity
0,sort missing string fields last
0,Some unit tests are not well configured
0,Jcr2Spi: Avoid extra round trip to the SPI upon Node.getNode and Session.getItem
0,Change Term to use bytes
0,"refactor spatial contrib ""Filter"" ""Query"" classes"
0, The jackrabbit-ocm DTD 1.5 is missing and has to be publish
0,Backport JCR-1111: Access to version history results in reading all versions of versionable node
0,"Implement ""ignoreCookies"" CookieSpec"
0,spi2davex: use srcWorkspaceName to build srcPath for clone and copy
0,Fix junit scope in maven pom
0,Split PrivilegeRegistry in a per-session manager instance and a repository level registry
0,TestConstantScoreRangeQuery does not compile with ecj
0,Add fake charfilter to BaseTokenStreamTestCase to find offsets bugs
0,HttpMethodBase Javadoc patches
0,deprecate term and getTerm in MultiTermQuery
0,use AtomicInteger/Boolean to track IR.refCount and IW.closed
0,"Change defaults in IndexWriter to maximize ""out of the box"" performance"
0,TimeoutHandler visitor should be extracted into a dedicated class
0,querystring still not set in Url*Method constructors
0,Remove oal.util.MapBackedSet (Java 6 offsers Collections.newSetFromMap())
0,"Clicking on the ""More Results"" link in luceneweb.war demo results in ArrayIndexOutOfBoundsException"
0,org.apache.jackrabbit.server.io.IOUtil getTempFile misses dot in tmp suffix
0,Default merge policy should take deletions into account
0,Single-pass grouping collector based on doc blocks
0,Duplicate log of HTTP header
0,Kerberos Authentication Scheme
0,Remove some unused code in Surround query parser
0,Remove deprecated charset support from Greek and Russian analyzers
0,overhaul connection manager and associated connection interface
0,TCK: NodeTest#testAddNodeItemExistsException fails if validation deferred until save
0,Releasing a connection is unconfirmed
0,Make CachingTokenFilter faster
0,Extract JDBC Connection Init
0,GData html render preview
0,misleading contrib/tck-webapp/...RepositoryServlet javadoc
0,FieldCacheImpl cache gets rebuilt every time
0,Spellchecker doesn't need to store ngrams
0,Make DefaultSecurityManager the default security manager (instead of SimpleSecurityManager)
0,Move ocm documentation to jackrabbit-site
0,Change all FilteredTermsEnum impls into TermsEnum decorators
0,Document Package level javadocs need improving
0,[PATCH] cleaner API for Field.Text
0,improve test coverage for Multi*
0,Add configurable hook for password validation
0,Correct copy-paste victim Comment
0,Deprecate all non-bundle persistence managers
0,Change value for SearchIndex#DEFAULT_EXTRACTOR_BACK_LOG
0,Add toString() methods to QOM tree classes
0,o.a.jackrabbit.spi.commons.conversion.NameParser should not assume that namespace URI's are registered
0,Make FieldSortedHitQueue public
0,HttpConnection.isOpen() logging is not accurate
0,Convert PrecedenceQueryParser to new TokenStream API
0,"JSR 283: Access Nodes and Properties by Array of ""NameGlob"""
0,improve how MTQs interact with the terms dict cache
0,"Failures during contrib builds, when classes in core were changed without ant clean"
0,TCK: SerializationTest.helpTestSaxException casts ContentHandler to DefaultHandler
0,Reducing buffer sizes for TermDocs.
0,Unit tests for HttpConn
0,Add OSGi bundle metadata to manifest
0,add suggester that uses shortest path/wFST instead of buckets
0,Versioning operations should be done on the workspace
0,Remove build.xml from jackrabbit-core
0,changes-to-html: better handling of bulleted lists in CHANGES.txt
0,Cached filter for a single term field
0,Degrade gracefully when reading invalid date values
0,allow ResourceType dav property to have multiple values
0,SpanQueryFilter addition
0,Add deprecated 'transition' api for Document/Field
0,Add VERBOSE to LuceneTestCase and LuceneTestCaseJ4
0,Add method getID to interface ItemInfo
0,Spellchecker uses default IW mergefactor/ramMB settings of 300/10
0,move DocumentStoredFieldsVisitor to o.a.l.document
0,Use AtomicReaderContext also for CustomScoreProvider
0,Introduce similarity function
0,Contrib-Spatial should use DocSet API rather then deprecated BitSet API
0,Improper deprecation of Locked class
0,Make CMS smarter about thread priorities
0,Update site lucene-sandbox page
0,Add a isDeleted method to IndexCommit
0,non-recursive MultiTermDocs
0,LineDocSource should assign stable IDs; docdate field should be NumericField
0,Improve BaseTokenStreamTestCase to uses a fake attribute to check if clearAttributes() was called correctly - found bugs in contrib/analyzers
0,Improve architecture of FieldSortedHitQueue
0,Tests failing when run with tests.iter > 1
0,"Support lower and upper case functions in ""order by"" clause"
0,DatabaseJournal refactoring for subclassing capability
0,Cleanup highlighter test class
0,Unable to get the status line from a http method object
0,[PATCH] remove code stutter
0,Remove autoCommit from IndexWriter
0,Data Store: enable and fix tests
0,Populating exception message with InetSocketAddress.getHostName() can take a long time
0,Provide general HTTP date parsing
0,Use FileLock for locking instead of empty file
0,Header adding in org.apache.http.client.protocol.RequestAcceptEncoding should be conditional
0,NearSpansOrdered does not lazy load payloads as the PayloadSpans javadoc implies
0,Add ConstantScore highlighting support to SpanScorer
0,concurrent read-only access to a session
0,Refactor ObservationManagerFactory
0,should allow receiving secure cookies from non-secure chanel
0,"Add <a name=""""> anchors to documentation sections"
0,Provide access to SSLSession in ManagedClientConnection
0,Remove commons-collections and slf4j-api dependencies from jcr-commons
0,Implement search facility for users and groups
0,Define clear semantics for Directory.fileLength
0,Add tool to upgrade all segments of an index to last recent supported index format without optimizing
0,remove RoutedRequest from API
0,TCK: PredefinedNodeTypeTest does not allow additions to the predefined node types hierarchy
0,HttpMethodBase does not compile on JDK prior to 1.3
0,Use Apache Tika for text extraction
0,When thread is interrupted we should throw a clear exception
0,Proxy authentication does not handle multiple multiple authentication schemes
0,"contrib/xml-query-parser, BoostingTermQuery support"
0,Use ConcurrentHashMap in RAMDirectory
0,IndexSplitter that divides by primary key term
0,SPI: Testsuite for the SPI Interfaces
0,Add Google Analytics to Jackrabbit web site
0,EffectiveNodeType#getNamedNodeDefs returns array QItemDefinition instead of QNodeDefinition
0,Implement getDistance() on DirectSpellChecker.INTERNAL_LEVENSHTEIN
0,"NodeTest.testAddNodeConstraintViolationExceptionUndefinedNodeType relies on addNode(name, ""nt:base"")"
0,Integrate IndexReader with IndexWriter 
0,Allow access to journal inside ClusterNode
0,spi2davex: InvalidItemStateException not properly extracted from ambiguous response error
0,Improve ArrayUtil/CollectionUtil.*Sort() methods to early-reaturn on empty or one-element lists/arrays
0,Allow configuration of SO_LINGER
0,configurable User-Agent string
0,Include the README file in the generated jar files
0,Add supported for Wikipedia English as a corpus in the benchmarker stuff
0,increase default maxFieldLength?
0,Make DirectoryTaxonomyWriter's indexWriter member private
0,add missing name constants for mix:title
0,Connection timeout logic redesign
0,Jcr2Spi: configuration entry for size of ItemCache
0,Use NIO positional read to avoid synchronization in FSIndexInput
0,Change contrib tests to use the special LuceneTestCase(J4) constant for the current version used a matchVersion parameter
0,Log / trace wrapper: upgrade to JCR API 2.0
0,[PATCH] demo HTML parser corrupts foreign characters
0,Similarity#score deprecated method - javadoc reference + SimilarityDelegator
0,Maven build failure in textfilter contrib project
0,SerializationTest and AbstractImportXmlTest leak temporary files
0,JCA project tests assume Windows paths
0,RemoveVersionTest.testReferentialIntegrityException assumes availability of ref properties and same name sibilings
0,TCK: NamespaceRegistryTest#testUnregisterNamespaceExceptions doesn't fail if expected exception isn't thrown
0,Upgrade commons-codec 1.4 -> 1.6
0,Convert Batch implementation in spi-rmi from remote object into a local one
0,"Work around ThreadLocal's ""leak"""
0,release is not signed
0,add a tokenfilter for icu transforms
0,TopTermsScoringBooleanQueryRewrite minscore
0,Add test for Node.restore() may throw InvalidStateException
0,Field specified norms in MatchAllDocumentsScorer 
0,IOContext should be part of the SegmentReader cache key 
0,Default configuration not suitable for demo web application
0,JSR 283: Node Type Attribute Subtyping Rules 
0,rename expungeDeletes
0,lucene benchmark has some unnecessary files
0,Use FieldSelector in Sorted/LuceneQueryHits when reading UUID
0,Drop deprecations from trunk
0,Drop Maven 1 compatibility
0,Omit default BatchReadConfig in Spi2davexRepositoryServiceFactory
0,Replace commons-logging with jcl-over-slf4j in jackrabbit-webdav
0,Tiered flushing of DWPTs by RAM with low/high water marks
0,Add a filter returning all document without a value in a field
0,[PATCH] fixes for gcj target.
0,Change log level in UserManagerImpl#getAuthorizable(NodeImpl) and UserImporter#handlePropInfo
0,New Gump projects for HttpComponents 4.0
0,"MergePolicy.OneMerge.segments should be List<SegmentInfo> not SegmentInfos, Remove Vector<SI> subclassing from SegmentInfos & more refactoring"
0,Transaction-safe versioning
0,Wrapup flexible indexing
0,[Maven] Migrate checkstyle.properties to XML
0,Setup nightly build website links and docs
0,Make CFS appendable  
0,Position Checking Span Queries
0,ConfigurationException constructors are package private
0,Setting SSLSocket parameters
0,msoffice text extractor for office 2007 files
0,Make contrib/collation/(ICU)CollationKeyAnalyzer constructors public
0,Use only one scheduler for repository tasks
0,[PATCH] Use entrySet iterators to avoid map look ups in loops
0,Only load root node definition when required
0,Do not log warning when coercing value in query is not possible
0,light/minimal stemming for euro languages
0,Make ItemInfoBuilder name space aware
0,Javadocs clean-up
0,SPNEGO authentication scheme
0,Add getTotalSize() to QueryResults
0,"Build file for Highlighter contrib works when run in isolation, but not when core dist is run"
0,Further steps towards flexible indexing
0,Update SPI locking to match JCR 2.0
0,Improve docs for deployment Models 1 and 2 on Tomcat 5.5.x and provide an example webapp.
0,"Make JCAManagedConnectionFactory non final, so it can be extended"
0,"Via NTLM proxy to SSL Apache/BasicAuth. - worked in may 22nd, but broken in beta1"
0,Port 3.x FieldCache.getDocsWithField() to trunk
0,Add CopyMoveHanlder so that the copy/move behavior can be customized (as this is the case for the IOHandler and PropertyHandler)
0,Make prefixLength accessible to PrefixTermEnum subclasses
0,"In AbstractImportXmlTest, a bug in getUnusedUri() causes URI length to grow too quickly, causing test to fail when using ORM-PM"
0,Similarity javadocs for scoring function to relate more tightly to scoring models in effect
0,TCK: NodeOrderableChildNodesTest tests node order even if node type doesn't support child node ordering
0,Rename GenericRepositoryFactory to JndiRepositoryFactory
0,JSR 283: Simple versioning
0,Lower log level for index updates from queue
0,Port to Java5
0,SQL2 joins on empty sets are not efficient
0,Document number integrity merge policy
0,TCK: XPath order by test uses non-standard column specifier mechanism
0,QueryParser throws new exceptions even if custom parsing logic threw a better one
0,Unique ID for org.apache.jackrabbit.value.BinaryValue
0,JSR 283 support
0,"need the ability to also sort SpellCheck results by freq, instead of just by Edit Distance+freq"
0,Remove geronimo JTA as a runtime dependency
0,upgrade contrib/ant's tidy.jar
0,advertise support for RFC4918 (WebDAV) compliance class 3
0,"Correctly handle concurrent calls to addIndexes, optimize, commit"
0,HttpClient javadocs need improving
0,FST should differentiate between final vs non-final stop nodes
0,Authorization credentials should be sent pre-emptively
0,Typos in method names in test classes (SetPropertyAssumeTypeTest)
0,Make HighFreqTerms.TermStats class public
0,Add deleteAllDocuments() method to IndexWriter
0,[PATCH] Decouple locking implementation from Directory implementation
0,rename KeywordMarkerTokenFilter
0,Create EMPTY_ARGS constsant in SnowballProgram instead of allocating new Object[0]
0,Provide additional test coverage for HTTP and HTTPS over proxy
0,java.lang.Iterable support for RangeIterators
0,Code depends on Log4J directly
0,Terms dict should block-encode terms
0,Benchmark's ContentSource should not rely on file suffixes to be lower cased when detecting file type (gzip/bzip2/text)
0,Optimize usage of norms
0,Add Boosting Function Term Query and Some Payload Query refactorings
0,jcr:like() does not scale well on large value ranges
0,Analysis package calls Java 1.5 API
0,core analyzers should not produce tokens > N (100?) characters in length
0,Improve error messages for index aggregates
0,Provide a JackrabbitNode#setMixins(String[] mixinNames) method
0,Unclosed sessions in test cases
0,Merge UUID to NodeId
0,Default retry count three even if documentation says it's five
0,HyphenationCompoundWordTokenFilter fails to load DTD in Crimson parser (JDK 1.4)
0,Cookie rejected
0,Add signature and major/minor version to the journal files used for clustering
0,Incorrect error message in AnalyzingQueryParser.getPrefixQuery
0,Port to Generics - test cases in contrib 
0,WebApp: Ease first access for new users looking for a WebDAV server
0,Small improvements to ArrayUtil.getNextSize
0,Move text extraction into a background thread
0,"Scorer.explain is deprecated but abstract, should have impl that throws UnsupportedOperationException"
0,JSR 283: Access Control
0,bad project.xml
0,Random access non RAM resident IndexDocValues (CSF)
0,Wire log is incomplete if HttpParser detects an error
0,JCR2SPI: Move test execution to SPI2JCR
0,porting of ProxyClient from 3.1 to 4.x API
0,Add init method to CloseableThreadLocal
0,Add bundle support for PostgreSQL
0,Use java.util.UUID
0,Intermittent failure in TestThreadedOptimize
0,Add more unit tests on BeanConverters
0,Allow using FST to hold terms data in DocValues.BYTES_*_SORTED
0,Use the Jackrabbit RMI extensions by default in jackrabbit-webapp
0,Introduce daily integration test suite
0,Remove unnecessary NodeImpl references from LuceneQueryFactory
0,Repository does not start if text filter dependencies are missing
0,"Maven 2 POM includes junit in default ""compile"" scope, rather than ""test"" scope"
0,Authorizable#getProperty and #setProperty should deal with relativePath 
0,terms index should not store useless suffixes
0,FirstPassGroupingCollector should use pollLast()
0,Allow random seed to be set in DeleteByPercentTask
0,Little improvement for SimpleHTMLEncoder
0,"""ant dist"" no longer generates md5's for the top-level artifacts"
0,Add support for query result highlighting
0,TCK: XPathQueryLevel2Test uses optional column specifier syntax
0,QueryParser should use reusable token streams
0,Caching in QueryHandler does not scale well
0,Change log level for text extractor timeout
0,[PATCH] Remove equals() from internal Comparator of ConjunctionScorer
0,Investigate ways to compile the refactored jcr-mapping for Java 1.4
0,DateTools.stringToDate() can cause lock contention under load
0,"Source distribution packaging targets should make a tarball from ""svn export"""
0,Deprecate/remove unused FileSystem features such as RandomAccessOutputStream
0,IndexingAggregateTest#testNtFileAggregate fails occasionally
0,"Add System.getProperty(""tempDir"") as final static to LuceneTestCase(J4)"
0,Documentation - jackrabbit features beyond the spec
0,"Allow QP subclasses to support Wildcard Queries with leading ""*"""
0,add ASCIIFoldingFilter and deprecate ISOLatin1AccentFilter
0,Make observation polling time configurable
0,SessionImpl#isSupportedOption: Skip descriptor evaluation if descriptor has not been loaded
0,Random Failure TestSizeBoundedOptimize#testFirstSegmentTooLarge
0,LocalTestServer and supporting classes should be available as a separate jar
0,openReaderPassed not populated in CheckIndex.Status.SegmentInfoStatus
0,Add getPath method to Authorizable interface
0,Provide base classes to simplify read only RepositoryService implementations
0,ORM PersistenceManagers don't compile
0,CustomScoreQuery should support multiple ValueSourceQueries
0,FieldCache should support longs and doubles
0,Jcr-Server Contrib: Remove JDOM dependencies
0,add IndexReader.getUniqueTermCount
0,Clone proxStream lazily in SegmentTermPositions
0,preflex codec doesn't order terms correctly
0,"ManageableCollectionUtil should not throw ""unsupported"" JcrMapping exception"
0,jcr:like on node name
0,JCRTest.java (First Steps example code): to few parameters in session.importXML
0,Collapse Common module into Lucene core util
0,Incorrect transitive snapshot dependencies
0,"move JDK collation to core, ICU collation to ICU contrib"
0,Callback for intercepting merging segments in IndexWriter
0,"Remove ""System Properties"" page from release specific docs"
0,Make ItemIds more stable
0,Errors in character entities in Javadoc for HttpVersion
0,NewAnalyzerTask
0,contrib/benchmark - few improvements and a bug fix
0,Fix rawtypes warnings for Java 7 compiler
0,[PATCH] don't delete all files in index directory on index creation
0,add checks to MockTokenizer to enforce proper consumption
0,Remove norms() support from non-atomic IndexReaders
0,Changes.html formatting improvements
0,Provide a non-pooling connection manager
0,HttpClient depends on jcip-annotations.jar
0,Jcr-Server: Improve implementation of DavResource#getProperty(DavPropertyName)
0,Refactor DBMS support for JNDI datasources
0,"Searchable.java: The info in the @deprecated tags do not refer to the search(Weight, etc...) versions..."
0,Alternative depth-based DOT layout ordering in FST's Utils
0,Add method to remove mappings from NamespaceMapping
0,JSR 283: Evaluate Capabilities 
0,IndexWriter#addIndexesNoOptimize has redundent try/catch
0,[HttpClient] Authenticator() - ability to perform alternate authentication
0,DisjunctionMaxQuery -  Iterator code to  for ( A  a : container ) construct
0,Support for new Resources model in ant 1.7 in Lucene ant task.
0,Move contribs/modules away from QueryParser dependency
0,Default lock timeouts should have static setter/getters
0,Some tests assume that an implementation of javax.jcr.Item overrides equals()
0,Fix for deprecations in contrib/surround
0,"OperandEvaluator should be able to handle Nodes as well, not just Rows"
0,Promote ItemInfo builder classes from GetItemsTest to top level classes
0,"DavMethods.POST should be public, not private"
0,rename optimize to a less cool-sounding name
0,promote TestExternalCodecs.PerFieldCodecWrapper to core
0,The values for the Via header are created by httpclient-cache for each cached and backend request
0,JCR2SPI: improve ItemDefinitionProviderImpl.getMatchingPropdef to better handle multiple residuals
0,FileDataStore Garbage Collector and empty directories
0,Exclude PrecedenceQueryParser from build or disable failing test cases
0,CompoundFileReader's openInput produces streams that may do an extra buffer copy
0,SPI: prefer 'Iterator' instead of specialized subclasses
0,PhraseQuery/TermQuery/SpanQuery use IndexReader specific stats in their explains
0,FST should allow controlling how hard builder tries to share suffixes
0,Make PKIndexSplitter and MultiPassIndexSplitter work per segment
0,JSR 283: Access Property/Node from Session
0,org.apache.lucene.ant.HtmlDocument added Tidy config file passthrough availability
0,convert automaton to char[] based processing and TermRef / TermsEnum api
