label,summarydescription
0,querystring still not set in Url*Method constructors
0,Move ocm documentation to jackrabbit-site
0,Change all FilteredTermsEnum impls into TermsEnum decorators
0,TwoPhaseCommit interface
0,[PATCH] cleaner API for Field.Text
0,improve test coverage for Multi*
0,Typos in method names in test classes (SetPropertyAssumeTypeTest)
0,Remove support for pre-3.0 indexes
0,Deprecate all non-bundle persistence managers
0,"In IndexSearcher class, make subReader and docCount arrays protected so sub classes can access them"
0,Disk full during addIndexes(Directory[]) can corrupt index
0,Move some *TermsEnum.java from oal.search to oal.index
0,DateTools.stringToDate() can cause lock contention under load
0,Provide support for unconnected sockets
0,Add ability to run backwards-compatibility tests automatically
0,CharacterCache - references deleted 
0,improve how MTQs interact with the terms dict cache
0,Add link to irc channel #lucene on the website
0,FirstPassGroupingCollector should use pollLast()
0,Factor maxMergeSize into findMergesForOptimize in LogMergePolicy
0,Default merge policy should take deletions into account
0,Improve BaseTokenStreamTestCase to uses a fake attribute to check if clearAttributes() was called correctly - found bugs in contrib/analyzers
0,Mark Fieldable as allowing some changes in 2.x future releases
0,Versioning operations should be done on the workspace
0,Improve logging in LazyItemIterator#prefetchNext 
0,need to add a default constructor for Cookie
0,Introduce similarity function
0,Spellchecker uses default IW mergefactor/ramMB settings of 300/10
0,Allow name to be set in PropertyInfoBuilder and NodeInfoBuilder
0,ConfigurationException constructors are package private
0,HttpMethodBase Javadoc patches
0,Wrap IllegalArgumentException from UUID when bad ID passed to Session.getNodeByUUID
0,DateUtils should cache SimpleDateFormat
0,New method to add an array of parameters to PostMethod
0,move DocumentStoredFieldsVisitor to o.a.l.document
0,Upgrade to Tika 0.6 and PDFBox 1.0.0
0,"UserManagement: Missing assertion that Principal name isn't """""
0,BaseTokenStreamTestCase should test analyzers on real-ish content
0,Improper deprecation of Locked class
0,Referenced derby library behaves buggy on FreeBSD
0,Little improvement for SimpleHTMLEncoder
0,Incorrect link on Apache Jackrabbit Welcome homepage
0,Support for NTLM authentication
0,Enable setting hits queue size in Search*Task in contrib/benchmark
0,Integrate IndexReader with IndexWriter 
0,Expert API to specify indexing chain
0,Tests failing when run with tests.iter > 1
0,SPI POM improvements
0,[patch] Fix overly specific casting in core
0,Cleanup highlighter test class
0,Separate javadocs for core and contribs
0,Modified QueryImpl to enable external query builders to read and write JCR expressions in the orderBy Clause
0,Swap URL+Email recognizing StandardTokenizer and UAX29Tokenizer
0,Add example test case for surround query language
0,Generate jar containing test classes.
0,package org.apache.xml.utils does not exist (JDK 1.5.0)
0,"build.xml's tar task should use longfile=""gnu"""
0,remove IndexSearcher.docFreq/maxDoc
0,NearSpansOrdered does not lazy load payloads as the PayloadSpans javadoc implies
0,Tika-based type detection in jcr-server
0,Handle Null Arguments consistantly
0,"HttpRoute.equals(Object o) is quite inefficient, as it does not take full advantage of shortcut logic"
0,ms-sql tablespace support for FileSystem and PersistenceManager
0,"Add <a name=""""> anchors to documentation sections"
0,"OperandEvaluator should be able to handle Nodes as well, not just Rows"
0,Buffered I/O in IndexInfos
0,Split the wire log into header and content parts.
0,Define clear semantics for Directory.fileLength
0,MANIFEST.MF cleanup (main jar and luci customizations)
0,Support DateTools in QueryParser
0,Lucene-core 2.9.0 missing from Maven Central Repository
0,HttpMethodBase does not compile on JDK prior to 1.3
0,HttpState#PREEMPTIVE_PROPERTY removed.
0,Unique ID for org.apache.jackrabbit.value.BinaryValue
0,Refactoring of FilteredTermsEnum and MultiTermQuery
0,Automatic staging of the non-Maven release artefacts
0,"contrib/xml-query-parser, BoostingTermQuery support"
0,preflex codec doesn't order terms correctly
0,New Analyzer for buffering tokens
0,[PATCH] setIndexInterval() in IndexWriter
0,Support contains queries with wildcard prefix
0,Deprecate all String/File ctors/opens in IndexReader/IndexWriter/IndexSearcher
0,"optimize spanfirstquery, spanpositionrangequery"
0,Add support for benchmarking Collectors
0,"""reproduce with"" on test failure isn't right if you manually overrided anything"
0,Get rid of NonMatchingScorer from BooleanScorer2
0,Improve javadocs for Numeric*
0,Initial size of ConcurrentCache depends on number of segments (available processors)
0,re-sync client with changes in core alpha6 snapshot
0,Remove deprecated Filter.bits() and make Filter.getDocIdSet() abstract.
0,Connection timeout logic redesign
0,Fix rawtypes warnings for Java 7 compiler
0,Add supported for Wikipedia English as a corpus in the benchmarker stuff
0,add concurrent merge policy
0,Rename IndexReader.reopen to make it clear that reopen may not happen
0,add missing name constants for mix:title
0,Remove RepositoryService.getRootId()
0,Improved background text extraction
0,outdated information in Analyzer javadoc
0,Set source and output encoding in POMs
0,use AtomicInteger/Boolean to track IR.refCount and IW.closed
0,should allow receiving secure cookies from non-secure chanel
0,Some concurrency improvements for NRT
0,Maven build failure in textfilter contrib project
0,Remaining contrib testcases should use Version based ctors instead of deprecated ones
0,core analyzers should not produce tokens > N (100?) characters in length
0,[PATCH] HTMLParser doesn't parse hexadecimal character references
0,WorkspaceUpdateChannel.updateCommitted logs too much
0,Upgrade commons-codec 1.4 -> 1.6
0, Reduce number of compiler warning by adding @Override and generics where appropriate 
0,indexing-rules should allow wildcards for (global) property names
0,Data store garbage collection: ScanEventListener not working
0,Remove some unused code in Surround query parser
0,"NodeTest.testAddNodeConstraintViolationExceptionUndefinedNodeType relies on addNode(name, ""nt:base"")"
0,"Add ""testpackage"" to common-build.xml"
0,Publish source/javadoc jar files to the Maven repository
0,getPayloadSpans on org.apache.lucene.search.spans.SpanQuery should be abstract
0,counter field in segments file is not documented in fileformats.xml
0,Default configuration not suitable for demo web application
0,Access to version history results in reading all versions of versionable node
0,Remove RepositoryService exists()
0,lucene benchmark has some unnecessary files
0,Use FieldSelector in Sorted/LuceneQueryHits when reading UUID
0,Real In-memory Repository
0,Build.xml - add log level definitions
0,TCK: XPath order by test uses non-standard column specifier mechanism
0,Jcr-Server: Avoid xml parsing if request body is missing
0,HttpClient 'ParamBeans' for easier configuration
0,Add tool to upgrade all segments of an index to last recent supported index format without optimizing
0,Testcase for StandardAnalyzer
0,Add a MBean method to programatically create a new Workspace.
0,Links Pointing to Javadocs Are Incorrect and Return 404
0,"back-compat tests (""ant test-tag"") should test JAR drop-in-ability"
0,IOUtils.closeSafely should log suppressed Exceptions in stack trace of original Exception (a new feature of Java 7)
0,FieldCacheImpl cache gets rebuilt every time
0,Parallelize Tests
0,random analyzer tests
0,A number of documentation fixes for the search package summary
0,Multiple PropertyDefs with same name not possible
0,Dependency URL broken for commons-logging
0,Setting SSLSocket parameters
0,Append-only index updates
0,move contrib/snowball to contrib/analyzers
0,refactoring of Similarity.sloppyFreq() and Similarity.scorePayload
0,SimpleSelectionTest assumes RowIterator.getSize() not to return -1
0,Easier way to run benchmark
0,NTLM class registers Sun JCE implementation by default
0,Snowball package contains BSD licensed code with ASL header
0,Keep WebDAV exception causes
0,Hindi Analyzer
0,SPNEGO authentication scheme
0,Add getTotalSize() to QueryResults
0,"Work around ThreadLocal's ""leak"""
0,Migrate to maven 2 the other OCM subprojects
0,Update SPI locking to match JCR 2.0
0,Improve docs for deployment Models 1 and 2 on Tomcat 5.5.x and provide an example webapp.
0,Catch exceptions in Threads created by JUnit tasks
0,TestThreadSafety.testLazyLoadThreadSafety test failure
0,TestIndexwriterWithThreads#testCloseWithThreads hangs if a thread hit an exception before indexing its first document
0,Fix junit scope in maven pom
0,[PATCH] usage feedback for IndexFiles demo
0,Reduce log level in MultiIndex for deleting obsolete index
0,Small improvements to ArrayUtil.getNextSize
0,Move to a newer vesion of Commons Collections
0,Small imprecision in Search package Javadocs
0,LuceneTestCase's uncaught exceptions handler should check for AssumptionViolatedExceptions and then not trigger test failure
0,WebDAV: pack AbstractWebdavServlet with the jackrabbit-webdav project
0,"GData Server - Milestone 3 Patch, Bugfixes, Documentation"
0,Deprecating StopAnalyzer ENGLISH_STOP_WORDS - General replacement with an immutable Set
0,move intblock/sep codecs into test
0,wire logger skips empty line
0,remove support for event bundle IDs
0,IndexingAggregateTest#testNtFileAggregate fails occasionally
0,Prepare CharArraySet for Unicode 4.0
0,"need the ability to also sort SpellCheck results by freq, instead of just by Edit Distance+freq"
0,JSR 283: Binary interfaces 
0,Provide factory method to create DefaultHttpClient instances pre-configured based on JSSE and networking system properties
0,Faster packaging of the standalone jar
0,"Correctly handle concurrent calls to addIndexes, optimize, commit"
0,Use POIExtractor wherever possible
0,FST should differentiate between final vs non-final stop nodes
0,Move UnInvertedField into Lucene core
0,Make tests using java.util.Random reproducible on failure
0,Add CopyMoveHanlder so that the copy/move behavior can be customized (as this is the case for the IOHandler and PropertyHandler)
0,Use only one scheduler for repository tasks
0,TCK: NodeReadMethodsTest#testGetPrimaryItemItemNotFoundException selects wrong test data
0,Provide a JackrabbitNode#setMixins(String[] mixinNames) method
0,Create EMPTY_ARGS constsant in SnowballProgram instead of allocating new Object[0]
0,Observation tests should throw NotExecutableException when repository does not support observation
0,Remove unnecessary array wrapping when calling varargs methods
0,Lower log level for index updates from queue
0,Ability to group search results by field
0,Populating exception message with InetSocketAddress.getHostName() can take a long time
0,"Add some ligatures (ff, fi, fl, ft, st) to ISOLatin1AccentFilter"
0,Change log level in UserManagerImpl#getAuthorizable(NodeImpl) and UserImporter#handlePropInfo
0,discrepancy in getTermFreqVector-methods 
0,Lucene 2.0 requirements - Remove all deprecated code
0,Add N-Gram String Matching for Spell Checking
0,Jackrabbit concurrency review and invariants
0,Unnecessary null check in EffectiveNodeType.getApplicableChildNodeDef()
0,Highlighter dist jar includes memory binary class files
0,Backport FSTs to 3.x
0,norms file can become unexpectedly enormous
0,IndexModifier has incomplete Javadocs
0,TCK: ImpersonateTest#testImpersonate should allow LoginException
0,Highlighter should support all MultiTermQuery subclasses without casts
0,Backport FilteredQuery/IndexSearcher changes to 3.x: Remove filter logic from IndexSearcher and delegate to FilteredQuery
0,provide option to automatically dispose idle workspaces
0,loadURI compile error with Maven 1.0.2
0,"When sorting by field, IndexSearcher should not compute scores by default"
0,[PATCH] Use entrySet iterators to avoid map look ups in loops
0,WikipediaTokenizer needs a way of not tokenizing certain parts of the text
0,"Spellchecker ""Suggest Mode"" Support"
0,Problem with formerly escaped JCR node names when upgrading to Jackrabbit 2.2.9
0,Do not log warning when coercing value in query is not possible
0,Wire log is incomplete if HttpParser detects an error
0,JCR2SPI: Move test execution to SPI2JCR
0,Reducing buffer sizes for TermDocs.
0,Add init method to CloseableThreadLocal
0,FSImport.java link on wiki is dead
0,Use java.util.UUID
0,Two-stage state expansion for the FST: distance-from-root and child-count criteria.
0,Add more unit tests on BeanConverters
0,Allow using FST to hold terms data in DocValues.BYTES_*_SORTED
0,Use the Jackrabbit RMI extensions by default in jackrabbit-webapp
0,Add test for Node.restore() may throw InvalidStateException
0,analysis consumers should use reusable tokenstreams
0,convert automaton to char[] based processing and TermRef / TermsEnum api
0,Root exception not logged in ClusterNode for ClusterException
0,Cookie Strict Mode independent of regular Strict Mode
0,Remove/deprecate IndexReader.undeleteAll
0,Put JavaDoc resources in src/main/javadoc
0,MultiReader and ParallelReader accidently override doOpenIfChanged(boolean readOnly) with doOpenIfChanged(boolean doClone)
0,Log / trace wrapper for the JCR API
0,Implement search facility for users and groups
0,TCK: XPathQueryLevel2Test uses optional column specifier syntax
0,QueryParser should use reusable token streams
0,Set default precisionStep for NumericField and NumericRangeFilter
0,HostnameVerifier shouldn't shadow simple name of implemented interface
0,[PATCH] Remove equals() from internal Comparator of ConjunctionScorer
0,JSR 283: Access Control
0,rename optimize to a less cool-sounding name
0,Indexing performance tests with realtime branch
0,"Via NTLM proxy to SSL Apache/BasicAuth. - worked in may 22nd, but broken in beta1"
0,FST should allow controlling how hard builder tries to share suffixes
0,Adding a custom location header extractor method for RedirectStrategy.
0,Land DWPT on trunk
0,Allow indexingConfiguration to be loaded from the classpath
0,make sure no static loggers are used
0,CND support in jackrabbit-jcr-commons
0,fix LowerCaseFilter for unicode 4.0
0,The values for the Via header are created by httpclient-cache for each cached and backend request
0,add IndexReader.getUniqueTermCount
0,PersistenceManager sanity check
0,Grouping module should allow subclasses to set the group key per document
0,Intermittent failure in TestThreadedOptimize
0,Review test cases and cross check with 1.0 specification
0,move contrib/analyzers to modules/analysis
0,FieldCache should support longs and doubles
0,Avoid unnecessary index reader calls when using aggregate definitions
0,Multiple tests test for locking instead of versioning
0,Use Apache Tika for text extraction
0,JSR 283 Node Identifier
0,"ManageableCollectionUtil should not throw ""unsupported"" JcrMapping exception"
0,"Scorer.explain is deprecated but abstract, should have impl that throws UnsupportedOperationException"
0,JCRTest.java (First Steps example code): to few parameters in session.importXML
0,JSR 283 lifecycle management
0,Incorrect transitive snapshot dependencies
0,"Add ""tokenize documents only"" task to contrib/benchmark"
0,Callback for intercepting merging segments in IndexWriter
0,check all tests that use FSDirectory.open
0,Make ItemIds more stable
0,"Upgrade JUnit to 4.10, refactor state-machine of detecting setUp/tearDown call chaining."
0,Move contribs/modules away from QueryParser dependency
0,Restore mix:referenceable check to SessionImpl.getNodeByUUID
0,Add TrieRangeFilter to contrib
0,File Formats Documentation is not correct for Term Vectors
0,workspace-wide default for lock timeout
0,LowerCaseFilter for Turkish language
0,sort missing string fields last
0,Run 'test-tag' in nightly build
0,Allow access to registered cookie policies
0,SQL2 joins on empty sets are not efficient
0,CloseableThreadLocal is now obsolete
0,"Searchable.java: The info in the @deprecated tags do not refer to the search(Weight, etc...) versions..."
0,Add JMX support to register a JCR RMI Server into Jboss
0,Add method to remove mappings from NamespaceMapping
0,Only load item definition when required
0,potential memory leak when using ThreadSafeClientConnManager
0,Searchability settings in PropertyDefinition
0,DisjunctionMaxQuery -  Iterator code to  for ( A  a : container ) construct
0,Make HighFreqTerms.TermStats class public
0,A handy utility class for tracking deprecated overridden methods
0,most tests should use MockRAMDirectory not RAMDirectory
0,Some tests assume that an implementation of javax.jcr.Item overrides equals()
0,Fix for deprecations in contrib/surround
0,LineDocSource should assign stable IDs; docdate field should be NumericField
0,misleading contrib/tck-webapp/...RepositoryServlet javadoc
0,NumericField should be stored in binary format in index (matching Solr's format)
0,Convert PrecedenceQueryParser to new TokenStream API
0,promote TestExternalCodecs.PerFieldCodecWrapper to core
0,Add option to make sorting in user/group query case insensitive
0,Make CMS smarter about thread priorities
0,Consolidate type safe wrappers for commons-collection classes
0,test granularity for calendar (date) properties
0,CompoundFileReader's openInput produces streams that may do an extra buffer copy
0,Include the README file in the generated jar files
0,NodeBasedGroup#isMember(Principal) should have shortcut for the everyone group.
0,"add IndexWriter.removeUnferencedFiles, so apps can more immediately delete index files when readers are closed"
0,Add support for 3.0 indexes in 2.9 branch
0,Remove old hooks for the implementation of hard links
0,org.apache.lucene.ant.HtmlDocument added Tidy config file passthrough availability
